ix,iy,iz,gamma_dose_Sv_per_h,neutron_dose_Sv_per_h,total_dose_Sv_per_h,gamma_flux_cm2_s_per_primary,neutron_flux_cm2_s_per_primary
109,122,62,0,0.293013,0.293013,0,9.73727e-09
110,122,62,0,0.470131,0.470131,0,1.53171e-08
111,122,62,0,0.402354,0.402354,0,1.33257e-08
114,122,62,0.307501,0,0.307501,5.77454e-08,0
108,123,62,0,0.382762,0.382762,0,1.08189e-08
109,123,62,0,1.9669,1.9669,0,6.24579e-08
110,123,62,0,1.86197,1.86197,0,4.8587e-08
108,124,62,0,0.272058,0.272058,0,7.66376e-09
109,124,62,0,68.3768,68.3768,0,1.09622e-07
110,124,62,0,4.85975,4.85975,0,7.49512e-08
111,124,62,0,4.00334,4.00334,0,8.06162e-08
112,124,62,0,0.884893,0.884893,0,2.38979e-08
107,125,62,1.27539,0,1.27539,3.28715e-07,0
108,125,62,0,0.248103,0.248103,0,9.90116e-09
109,125,62,0,1.28784,1.28784,0,4.65039e-08
110,125,62,0,0.948888,0.948888,0,3.03452e-08
111,125,62,0,9.30151,9.30151,0,5.46489e-08
112,125,62,0,0.631223,0.631223,0,2.03092e-08
110,126,62,0,0.54414,0.54414,0,1.31999e-08
111,126,62,0,0.449456,0.449456,0,1.48013e-08
112,126,62,0,3.92816,3.92816,0,9.94771e-08
113,126,62,0,1.07069,1.07069,0,2.64565e-08
112,127,62,0,0.21197,0.21197,0,5.14436e-09
113,127,62,0,0.57971,0.57971,0,1.35716e-08
80,128,62,0.622965,0,0.622965,7.68558e-08,0
111,128,62,0.57818,0,0.57818,1.78306e-08,0
110,129,62,0.00904307,0,0.00904307,4.94921e-10,0
116,129,62,0.247318,0,0.247318,4.73728e-08,0
88,130,62,0,8.41393,8.41393,0,5.47168e-09
91,130,62,0,36.8316,36.8316,0,2.37972e-08
112,130,62,0.0328407,0,0.0328407,8.28492e-09,0
113,130,62,0.13298,0,0.13298,2.87237e-08,0
114,130,62,0.190417,0,0.190417,2.35844e-08,0
85,131,62,0.913495,2.87165,3.78515,5.7352e-08,7.14636e-08
88,131,62,0.587982,44.8671,45.455,7.52138e-08,3.65829e-08
89,131,62,0,34.0521,34.0521,0,2.20029e-08
85,132,62,0,0.726389,0.726389,0,1.67604e-08
88,132,62,0,1.93127,1.93127,0,5.45964e-08
89,132,62,0,0.35117,0.35117,0,1.00121e-08
92,132,62,0,10.3094,10.3094,0,1.04597e-08
93,132,62,21.2539,5.83829,27.0922,2.59986e-07,7.46948e-09
94,132,62,0.0154358,0,0.0154358,2.00112e-09,0
96,132,62,0.403896,0,0.403896,5.20269e-09,0
97,132,62,0,8.34136,8.34136,0,9.8462e-09
99,132,62,0,5.18657,5.18657,0,1.42389e-07
100,132,62,0,0.143065,0.143065,0,3.8825e-09
102,132,62,0.0145365,0,0.0145365,2.90504e-09,0
103,132,62,0,6.63152,6.63152,0,6.70862e-09
104,132,62,0,29.2282,29.2282,0,2.95309e-08
106,132,62,0.130581,29.1184,29.249,1.08885e-08,4.24087e-08
107,132,62,0,11.4366,11.4366,0,7.51088e-09
87,133,62,0,7.08748,7.08748,0,3.55057e-08
88,133,62,0,8.95977,8.95977,0,4.61214e-08
91,133,62,0,0.473754,0.473754,0,9.60915e-09
92,133,62,0,39.9174,39.9174,0,4.09336e-08
96,133,62,0,30.5614,30.5614,0,4.28662e-08
97,133,62,0,50.483,50.483,0,7.26747e-08
98,133,62,0,3.12483,3.12483,0,3.71498e-09
106,133,62,0.0294035,0,0.0294035,7.32762e-10,0
107,133,62,0,98.7544,98.7544,0,7.59809e-08
108,133,62,0,11.7086,11.7086,0,1.26374e-08
109,133,62,0,23.3312,23.3312,0,2.43886e-08
87,134,62,0,2.29143,2.29143,0,4.54884e-08
88,134,62,0,0.459981,0.459981,0,5.10313e-09
91,134,62,0,1.68087,1.68087,0,3.40915e-08
95,134,62,0,3.38417,3.38417,0,7.08174e-09
96,134,62,0,63.9088,63.9088,0,1.075e-07
97,134,62,0,29.6162,29.6162,0,4.55268e-08
106,134,62,0,0.057497,0.057497,0,1.96575e-09
107,134,62,0,12.4544,12.4544,0,2.55737e-08
109,134,62,0,15.4337,15.4337,0,1.57201e-08
88,135,62,0,0.157125,0.157125,0,5.14732e-09
94,135,62,0,0.392811,0.392811,0,8.57459e-09
95,135,62,0,6.80655,6.80655,0,5.43706e-08
96,135,62,0,4.043,4.043,0,8.07381e-09
107,135,62,0,12.1785,12.1785,0,1.98131e-08
108,135,62,0,7.02859,7.02859,0,1.1899e-08
95,136,62,0,5.5223,5.5223,0,8.90774e-08
95,137,62,0,1.04781,1.04781,0,2.23749e-08
96,137,62,0,0.226776,0.226776,0,5.24067e-09
99,137,62,0,2.95167,2.95167,0,6.33701e-08
100,137,62,0,0.0912911,0.0912911,0,2.16665e-09
104,102,63,0.171221,0,0.171221,1.52655e-08,0
104,103,63,0.0755289,0,0.0755289,1.43863e-08,0
106,109,63,0.747025,0,0.747025,1.79253e-08,0
107,109,63,0.0714209,0,0.0714209,1.53214e-08,0
106,110,63,1.39545,0.331597,1.72705,3.91856e-08,9.96135e-09
107,110,63,0,0.908443,0.908443,0,2.12696e-08
89,111,63,0,2.27543,2.27543,0,6.02425e-08
90,111,63,0,5.05423,5.05423,0,1.37765e-07
91,111,63,0,1.41912,1.41912,0,3.68946e-08
92,111,63,0,0.749005,0.749005,0,2.33987e-08
101,111,63,0,0.223391,0.223391,0,7.41856e-09
107,111,63,0,1.48147,1.48147,0,3.4826e-08
89,112,63,0,4.90589,4.90589,0,1.07945e-07
90,112,63,0,3.60416,3.60416,0,9.43376e-08
91,112,63,0,2.9448,2.9448,0,8.62296e-08
92,112,63,0,43.2266,43.2266,0,7.15963e-08
93,112,63,0,6.94589,6.94589,0,9.59536e-09
100,112,63,0,1.53849,1.53849,0,2.61481e-08
101,112,63,0,1.82216,1.82216,0,5.34321e-08
102,112,63,0,0.406854,0.406854,0,1.27989e-08
87,113,63,0,1.12164,1.12164,0,2.56274e-08
88,113,63,0,0.588658,0.588658,0,1.32247e-08
89,113,63,0,0.100544,0.100544,0,2.75377e-09
90,113,63,0,0.626081,0.626081,0,1.23033e-08
91,113,63,0,2.73865,2.73865,0,5.54414e-08
92,113,63,0,18.5793,18.5793,0,2.08597e-08
93,113,63,0,1.90222,1.90222,0,4.79674e-08
100,113,63,0,0.546704,0.546704,0,1.17423e-08
101,113,63,0,0.581057,0.581057,0,1.50048e-08
102,113,63,0,1.34219,1.34219,0,3.24271e-08
103,113,63,0,1.12046,1.12046,0,3.35975e-08
86,114,63,0,0.335217,0.335217,0,8.20825e-09
87,114,63,0,2.36223,2.36223,0,5.44134e-08
88,114,63,0,3.75665,3.75665,0,8.38238e-08
89,114,63,0,0.719925,0.719925,0,1.60613e-08
91,114,63,0,1.54493,1.54493,0,3.0444e-08
93,114,63,2.47809,0.00231239,2.4804,3.78312e-08,9.24787e-11
102,114,63,0,0.189277,0.189277,0,4.66993e-09
86,115,63,0,0.557217,0.557217,0,1.57051e-08
87,115,63,0,0.266148,0.266148,0,6.48087e-09
101,115,63,0,10.9199,10.9199,0,7.96626e-09
94,116,63,0,10.5553,10.5553,0,2.66169e-07
97,116,63,1.08104,8.31524,9.39628,8.61778e-08,5.49175e-08
103,116,63,0,20.3153,20.3153,0,2.76804e-08
107,116,63,0.147339,0,0.147339,1.10465e-08,0
107,117,63,0,10.5888,10.5888,0,2.91785e-07
108,117,63,0,0.466775,0.466775,0,1.31828e-08
87,118,63,0,1.07446,1.07446,0,2.85128e-08
88,118,63,0,0.337545,0.337545,0,9.14022e-09
107,118,63,0,1.36728,1.36728,0,3.80171e-08
108,118,63,0,0.50381,0.50381,0,1.4112e-08
87,119,63,0,1.74062,1.74062,0,4.1581e-08
88,119,63,0,0.868563,0.868563,0,2.27547e-08
91,119,63,0.149003,0,0.149003,7.05045e-09,0
89,120,63,0,0.103548,0.103548,0,4.14117e-09
88,121,63,0.0435018,32.9586,33.0021,2.49405e-09,2.32516e-08
89,121,63,0,34.1262,34.1262,0,2.15706e-08
90,121,63,0,19.4793,19.4793,0,1.24415e-08
107,121,63,0,2.3039,2.3039,0,1.03648e-08
91,122,63,0,35.0164,35.0164,0,2.21754e-08
107,122,63,0,9.38615,9.38615,0,1.95484e-07
110,122,63,0,0.510449,0.510449,0,8.1347e-09
107,123,63,0,8.27155,8.27155,0,1.61579e-07
108,123,63,0,0.667026,0.667026,0,1.58773e-08
109,123,63,0,32.396,32.396,0,3.99824e-08
110,123,63,0,0.449618,0.449618,0,1.19897e-08
111,123,63,0,1.82679,1.82679,0,5.6583e-08
91,124,63,0,3.57328,3.57328,0,1.46984e-08
107,124,63,0,0.0365307,0.0365307,0,7.10621e-10
108,124,63,0,0.483292,0.483292,0,1.35832e-08
109,124,63,0,94.3667,94.3667,0,1.67351e-07
110,124,63,0,2.74851,2.74851,0,6.35769e-08
111,124,63,0,0.856695,0.856695,0,1.32977e-08
112,124,63,0.176006,0.0235179,0.199524,5.16457e-09,5.6433e-10
109,125,63,0,0.580097,0.580097,0,1.42281e-08
110,125,63,0,1.62506,1.62506,0,4.37631e-08
111,125,63,0,4.51962,4.51962,0,8.5855e-08
112,125,63,0,0.193552,0.193552,0,4.22609e-09
109,126,63,0,0.408816,0.408816,0,1.15213e-08
110,126,63,0,1.38419,1.38419,0,3.93899e-08
111,126,63,0,1.37394,1.37394,0,4.23762e-08
112,126,63,1.07263,0,1.07263,3.30732e-08,0
113,126,63,0.332521,0.045091,0.377612,9.17358e-09,1.68631e-09
91,127,63,0.0668117,0,0.0668117,6.96046e-09,0
110,127,63,0,0.177215,0.177215,0,4.32827e-09
85,128,63,0.0246722,0,0.0246722,8.57893e-09,0
86,128,63,0.127181,0,0.127181,3.21798e-08,0
91,128,63,0.0552438,0,0.0552438,7.4538e-09,0
82,129,63,0.423088,0,0.423088,2.92591e-08,0
85,129,63,0.0746152,0,0.0746152,2.27156e-08,0
86,129,63,0.0902013,0,0.0902013,2.4154e-09,0
88,129,63,0.0101899,0,0.0101899,3.38595e-10,0
113,129,63,0.0687951,0,0.0687951,2.5158e-08,0
112,130,63,0.0162939,0,0.0162939,5.50721e-09,0
113,130,63,0.0519392,0,0.0519392,1.03183e-08,0
114,130,63,0.164298,0,0.164298,6.5999e-09,0
108,131,63,0,2.59527,2.59527,0,4.06273e-09
114,131,63,0.0849221,0,0.0849221,6.7402e-09,0
88,132,63,0,0.724014,0.724014,0,1.66421e-08
94,132,63,0.0216441,0,0.0216441,4.50609e-09,0
95,132,63,0.1286,13.032,13.1606,1.18271e-08,2.33807e-07
98,132,63,0,0.0515474,0.0515474,0,1.08172e-09
104,132,63,0.506461,92.5162,93.0227,1.23504e-08,9.66074e-08
107,132,63,0,15.4523,15.4523,0,2.47577e-08
111,132,63,0,0.0961139,0.0961139,0,3.28335e-09
86,133,63,0,0.151248,0.151248,0,2.94871e-09
87,133,63,0,1.79655,1.79655,0,4.43121e-08
88,133,63,0,9.69064,9.69064,0,7.42291e-08
89,133,63,0,0.850498,0.850498,0,1.85374e-08
90,133,63,0,20.4791,20.4791,0,2.11274e-08
95,133,63,0,7.67266,7.67266,0,1.28662e-08
96,133,63,0,7.31209,7.31209,0,1.26104e-08
107,133,63,0,4.35156,4.35156,0,6.93573e-09
108,133,63,0,12.635,12.635,0,1.3384e-08
109,133,63,0,1.68567,1.68567,0,1.738e-09
86,134,63,0,0.928804,0.928804,0,2.38028e-08
87,134,63,0,3.52592,3.52592,0,9.91035e-08
88,134,63,0,3.39922,3.39922,0,5.94307e-08
90,134,63,0,4.41861,4.41861,0,9.02245e-08
91,134,63,0,0.485186,0.485186,0,9.96919e-09
96,134,63,0,1.86108,1.86108,0,3.53034e-09
86,135,63,0,1.5838,1.5838,0,3.87699e-08
87,135,63,0,0.469348,0.469348,0,1.43893e-08
88,135,63,0,3.03698,3.03698,0,9.09331e-08
90,135,63,0,0.962506,0.962506,0,1.96711e-08
94,135,63,0,0.392276,0.392276,0,8.30555e-09
95,135,63,0,1.22657,1.22657,0,3.20471e-08
96,135,63,0,4.46277,4.46277,0,2.2691e-08
86,136,63,0,0.0968005,0.0968005,0,2.58538e-09
94,136,63,0,0.39804,0.39804,0,8.16824e-09
95,136,63,0,1.7817,1.7817,0,3.7888e-08
95,137,63,0,2.72373,2.72373,0,6.17499e-08
96,137,63,0,0.163075,0.163075,0,3.88427e-09
99,137,63,0,1.70354,1.70354,0,3.3315e-08
100,137,63,0,1.02105,1.02105,0,2.38244e-08
95,138,63,0.490563,0.0106415,0.501205,1.9901e-08,4.25581e-10
100,138,63,0,0.691726,0.691726,0,1.64828e-08
95,141,63,0.463151,0,0.463151,1.11136e-08,0
100,141,63,0.669281,0,0.669281,1.95009e-08,0
103,102,64,0.0582908,0,0.0582908,1.97667e-08,0
102,103,64,0.027039,0,0.027039,9.29655e-09,0
103,103,64,0.0886395,0,0.0886395,2.83659e-08,0
93,107,64,3.51818,0,3.51818,9.70586e-08,0
90,108,64,0,1.28043,1.28043,0,1.86283e-08
91,108,64,1.25321,2.16254,3.41575,3.45732e-08,5.40927e-08
90,109,64,0,17.1486,17.1486,0,2.43032e-08
91,110,64,0,38.9368,38.9368,0,2.50408e-08
107,110,64,0,0.958073,0.958073,0,2.21568e-08
89,111,64,0,0.351254,0.351254,0,8.83195e-09
90,111,64,0,0.720971,0.720971,0,1.53894e-08
92,111,64,0,15.5829,15.5829,0,1.64011e-08
101,111,64,0,0.291397,0.291397,0,7.79018e-09
106,111,64,0,1.02317,1.02317,0,2.46445e-08
107,111,64,0,3.02037,3.02037,0,7.594e-08
87,112,64,0,0.716002,0.716002,0,2.05673e-08
88,112,64,0,2.03852,2.03852,0,4.74781e-08
89,112,64,0,3.48545,3.48545,0,7.60572e-08
90,112,64,0,1.89436,1.89436,0,3.96538e-08
91,112,64,0,2.48833,2.48833,0,5.58995e-08
92,112,64,0,55.783,55.783,0,1.64315e-07
93,112,64,0,12.0523,12.0523,0,7.93807e-09
101,112,64,0,2.95475,2.95475,0,7.48112e-08
102,112,64,0,1.85981,1.85981,0,4.28203e-08
104,112,64,0,0.594757,0.594757,0,1.77203e-08
106,112,64,0,0.493839,0.493839,0,1.23663e-08
107,112,64,0,0.723735,0.723735,0,1.92093e-08
87,113,64,0,0.484052,0.484052,0,1.0914e-08
89,113,64,0,0.163896,0.163896,0,4.02165e-09
90,113,64,0,1.2594,1.2594,0,2.48797e-08
92,113,64,0,8.43344,8.43344,0,2.30345e-08
93,113,64,0,13.9248,13.9248,0,8.73487e-09
100,113,64,0,2.41814,2.41814,0,4.76205e-08
101,113,64,0,23.1474,23.1474,0,1.43035e-07
102,113,64,0,4.47303,4.47303,0,1.16599e-07
103,113,64,0,1.61082,1.61082,0,4.49924e-08
105,113,64,0,14.7827,14.7827,0,2.25282e-08
90,114,64,0,0.305599,0.305599,0,6.01669e-09
91,114,64,0,0.885293,0.885293,0,1.74429e-08
93,114,64,0,48.9785,48.9785,0,1.14775e-07
101,114,64,0,44.5274,44.5274,0,3.22177e-08
103,114,64,0.234605,25.3931,25.6277,1.20926e-08,2.33711e-08
104,114,64,0,14.885,14.885,0,1.43345e-08
105,114,64,0,20.3,20.3,0,2.05073e-08
101,115,64,0,15.0252,15.0252,0,2.68386e-08
102,115,64,0,25.2701,25.2701,0,4.37368e-08
103,115,64,0,59.8923,59.8923,0,5.44292e-08
94,116,64,0,37.3727,37.3727,0,4.01718e-08
100,116,64,0.0445793,44.0051,44.0497,4.07355e-09,3.79661e-08
101,116,64,0.0170784,0,0.0170784,3.53844e-09,0
103,116,64,0.0545226,94.5369,94.5914,7.68541e-09,1.97019e-07
89,117,64,0,0.959062,0.959062,0,2.33641e-08
88,118,64,0,1.14681,1.14681,0,3.58044e-08
89,118,64,0,1.67589,1.67589,0,1.2122e-08
90,118,64,0,7.11001,7.11001,0,2.66313e-08
88,119,64,0,42.0904,42.0904,0,2.76576e-08
90,119,64,0,5.12298,5.12298,0,8.83149e-09
91,119,64,0,72.5841,72.5841,0,7.66037e-08
89,120,64,0.010882,42.3734,42.3843,4.77203e-10,2.63201e-08
90,120,64,0,8.48392,8.48392,0,3.59418e-08
91,120,64,0,7.78902,7.78902,0,7.7694e-09
115,120,64,0.10238,0,0.10238,3.4235e-08,0
91,121,64,0,16.9435,16.9435,0,1.05307e-08
109,121,64,0,19.2266,19.2266,0,2.0078e-08
91,122,64,0,71.021,71.021,0,4.41649e-08
107,122,64,0,12.6365,12.6365,0,8.15865e-09
108,122,64,0,17.1666,17.1666,0,1.38766e-08
110,122,64,0,1.57164,1.57164,0,3.22942e-08
111,122,64,0,2.30651,2.30651,0,3.76655e-08
107,123,64,0.0897415,4.81959,4.90933,2.11436e-09,3.12122e-09
108,123,64,0.178112,93.5465,93.7246,5.31476e-09,8.73569e-08
109,123,64,0,70.6351,70.6351,0,4.68161e-08
111,123,64,0,2.67425,2.67425,0,6.50698e-08
112,123,64,0,1.02174,1.02174,0,3.19477e-08
90,124,64,0,14.9386,14.9386,0,1.0548e-08
91,124,64,0,306.894,306.894,0,5.21366e-07
107,124,64,16.6364,0.293753,16.9302,2.03514e-07,9.82449e-09
108,124,64,0,61.8521,61.8521,0,4.15256e-08
109,124,64,0,7.94895,7.94895,0,6.33254e-08
110,124,64,0,22.0616,22.0616,0,4.22448e-08
111,124,64,0,2.41508,2.41508,0,6.80176e-08
112,124,64,1.1833,3.32612,4.50942,3.50888e-08,8.00876e-08
108,125,64,0,1.57002,1.57002,0,4.93596e-08
109,125,64,0,24.2033,24.2033,0,5.96629e-08
110,125,64,0.0923029,2.95552,3.04782,6.3026e-09,5.96717e-08
111,125,64,0,2.31644,2.31644,0,5.59954e-08
112,125,64,0,2.54942,2.54942,0,5.70919e-08
108,126,64,0,0.356008,0.356008,0,9.88796e-09
109,126,64,0,3.93643,3.93643,0,1.02547e-07
110,126,64,0,1.70749,1.70749,0,3.10217e-08
111,126,64,0,1.40589,1.40589,0,4.07051e-08
108,127,64,0,0.101881,0.101881,0,3.48147e-09
109,127,64,0,1.03959,1.03959,0,3.54035e-08
86,128,64,0.00987782,0,0.00987782,3.59871e-09,0
108,128,64,0,0.132543,0.132543,0,4.53598e-09
109,128,64,0,1.21466,1.21466,0,4.15288e-08
86,129,64,0.0133372,0,0.0133372,4.54406e-09,0
108,129,64,0,0.813588,0.813588,0,2.7707e-08
109,129,64,0,0.0474208,0.0474208,0,1.61716e-09
114,129,64,0.0413339,0,0.0413339,1.28733e-08,0
107,131,64,0,8.17417,8.17417,0,1.25837e-08
112,131,64,0,0.178756,0.178756,0,4.52561e-09
113,131,64,0.906541,0.0906629,0.997204,7.18321e-08,2.35589e-09
86,132,64,0,0.560892,0.560892,0,1.21577e-08
87,132,64,0,0.274653,0.274653,0,6.35813e-09
90,132,64,0,41.4795,41.4795,0,4.33041e-08
92,132,64,0,402.935,402.935,0,2.80489e-07
93,132,64,0,15.0917,15.0917,0,1.03243e-08
95,132,64,0.0124379,0,0.0124379,2.05665e-09,0
98,132,64,0,9.78157,9.78157,0,2.0527e-07
104,132,64,0.0268231,0,0.0268231,4.98596e-09,0
105,132,64,0.0832157,0,0.0832157,2.03311e-09,0
106,132,64,0.0432372,0,0.0432372,5.08494e-09,0
107,132,64,0,22.2837,22.2837,0,3.70782e-08
109,132,64,0,6.04208,6.04208,0,1.04178e-08
111,132,64,0,3.14542,3.14542,0,5.18547e-08
112,132,64,0,2.43231,2.43231,0,5.56246e-08
113,132,64,0,0.766185,0.766185,0,1.94377e-08
85,133,64,0,0.260924,0.260924,0,6.62882e-09
86,133,64,0,0.507937,0.507937,0,1.11515e-08
87,133,64,0,1.58974,1.58974,0,3.85107e-08
88,133,64,0,0.584784,0.584784,0,1.48456e-08
89,133,64,0,0.938232,0.938232,0,2.01783e-08
106,133,64,0.0112597,0,0.0112597,3.18066e-10,0
107,133,64,0,4.69804,4.69804,0,7.48797e-09
109,133,64,0,14.3226,14.3226,0,2.60053e-08
111,133,64,0,3.003,3.003,0,1.15772e-08
85,134,64,0,0.917965,0.917965,0,2.18699e-08
86,134,64,0,2.50076,2.50076,0,5.65883e-08
88,134,64,0,1.64296,1.64296,0,5.25216e-08
89,134,64,0,0.962001,0.962001,0,1.99288e-08
90,134,64,0,0.516634,0.516634,0,1.06862e-08
85,135,64,0,0.146961,0.146961,0,3.5143e-09
86,135,64,0,3.02152,3.02152,0,7.83126e-08
90,135,64,0,1.34806,1.34806,0,2.78299e-08
100,135,64,0,1.99497,1.99497,0,6.27061e-09
101,135,64,0,0.220118,0.220118,0,5.36201e-09
100,136,64,0.130857,1.66122,1.79208,1.37247e-08,8.77353e-09
90,137,64,0.059418,0,0.059418,2.17214e-08,0
100,137,64,0.133624,1.14918,1.28281,2.36823e-08,2.88285e-08
101,137,64,0.204848,0,0.204848,6.8094e-09,0
90,138,64,0.0306304,0,0.0306304,1.0863e-08,0
100,138,64,0.357725,0.114895,0.47262,6.3767e-08,3.23992e-09
96,140,64,0.0224136,0,0.0224136,8.00129e-09,0
100,140,64,0.00579498,0,0.00579498,1.94215e-09,0
96,141,64,0.0708909,0,0.0708909,2.33853e-08,0
99,141,64,0.0529125,0,0.0529125,1.78891e-08,0
100,141,64,0.0345492,0,0.0345492,1.0038e-08,0
101,141,64,0.0362845,0,0.0362845,8.06336e-09,0
93,105,65,0,6.97174,6.97174,0,1.86849e-07
102,105,65,0.122559,0,0.122559,4.12956e-08,0
101,106,65,0.0725334,0,0.0725334,1.94643e-08,0
102,106,65,0.0313126,0,0.0313126,9.52559e-09,0
99,107,65,0.386207,0,0.386207,1.49741e-08,0
100,107,65,0.265462,0,0.265462,2.48537e-08,0
89,111,65,0,2.3386,2.3386,0,6.02007e-08
90,111,65,0,0.640253,0.640253,0,1.53209e-08
101,111,65,0,0.384978,0.384978,0,9.60001e-09
102,111,65,0,1.38484,1.38484,0,3.26135e-08
105,111,65,0,0.700085,0.700085,0,1.62228e-08
106,111,65,0,1.3143,1.3143,0,2.85995e-08
107,111,65,0,0.690163,0.690163,0,2.27557e-08
87,112,65,0,0.348336,0.348336,0,1.32826e-08
88,112,65,0,1.41127,1.41127,0,4.10476e-08
89,112,65,0,1.65607,1.65607,0,4.37197e-08
90,112,65,0,3.01385,3.01385,0,7.35813e-08
91,112,65,0,1.22091,1.22091,0,2.80522e-08
100,112,65,0,0.143716,0.143716,0,3.53478e-09
101,112,65,0,4.48575,4.48575,0,1.10703e-07
102,112,65,0,2.5508,2.5508,0,5.94228e-08
104,112,65,0,1.46465,1.46465,0,3.80557e-08
106,112,65,0,1.39711,1.39711,0,3.64716e-08
107,112,65,0,1.17282,1.17282,0,3.64189e-08
100,113,65,0,2.97567,2.97567,0,8.10581e-08
101,113,65,0,1.39395,1.39395,0,3.26406e-08
102,113,65,0,1.14843,1.14843,0,2.59937e-08
103,113,65,0,17.509,17.509,0,1.70314e-08
105,113,65,0,11.6625,11.6625,0,1.90169e-08
107,113,65,0,0.0507041,0.0507041,0,1.54717e-09
108,113,65,0,2.38312,2.38312,0,1.8092e-08
87,114,65,0,0.936631,0.936631,0,2.16631e-08
100,114,65,0,1.0352,1.0352,0,3.14515e-08
104,114,65,0,52.3747,52.3747,0,5.64919e-08
108,114,65,0,1.13953,1.13953,0,6.64313e-09
87,115,65,0,1.03915,1.03915,0,2.86339e-08
88,115,65,0,0.717227,0.717227,0,1.90527e-08
102,115,65,0.0443995,0,0.0443995,8.21433e-09,0
103,115,65,0.0014534,9.19056,9.19201,3.48753e-11,1.51163e-08
104,115,65,0,5.93625,5.93625,0,9.73033e-09
89,116,65,0,1.22445,1.22445,0,2.97664e-08
96,116,65,11.7754,0,11.7754,1.44041e-07,0
97,116,65,0,269.399,269.399,0,1.74201e-07
100,116,65,0,13.9248,13.9248,0,1.19734e-08
101,116,65,0,0.251465,0.251465,0,2.63902e-09
102,116,65,0,0.667725,0.667725,0,7.02027e-09
103,116,65,0.438541,69.2199,69.6585,1.0273e-08,4.9366e-08
104,116,65,0.0129981,7.01641,7.0294,3.55047e-09,1.88747e-07
89,117,65,0,1.8393,1.8393,0,4.41465e-08
86,118,65,0,5.97462,5.97462,0,6.14935e-09
87,118,65,0,47.3409,47.3409,0,3.40267e-08
88,118,65,0,1.1834,1.1834,0,3.24304e-08
89,118,65,0,4.4379,4.4379,0,1.65553e-08
90,118,65,0,12.9485,12.9485,0,3.21324e-08
91,118,65,0,8.4471,8.4471,0,2.83566e-08
84,119,65,0,0.056961,0.056961,0,1.34947e-09
85,119,65,0,0.591643,0.591643,0,1.26628e-08
88,119,65,0,0.486629,0.486629,0,1.47854e-08
90,119,65,0,1.52052,1.52052,0,7.07464e-09
91,119,65,0,63.0298,63.0298,0,2.93701e-07
107,119,65,0,11.5962,11.5962,0,1.1408e-08
90,120,65,0,0.801039,0.801039,0,3.609e-09
108,120,65,0,24.3241,24.3241,0,2.4008e-08
113,120,65,0.123546,0,0.123546,2.15475e-08,0
115,120,65,0.202421,0,0.202421,4.85722e-08,0
116,120,65,0.0107167,0,0.0107167,3.13837e-09,0
109,121,65,0,15.2788,15.2788,0,1.83702e-08
110,121,65,0,3.37676,3.37676,0,2.09105e-08
107,122,65,0,276.952,276.952,0,2.80643e-07
108,122,65,0,109.495,109.495,0,9.49129e-08
109,122,65,0,20.1409,20.1409,0,1.63048e-08
110,122,65,0,16.7952,16.7952,0,2.93576e-08
111,122,65,0,1.49342,1.49342,0,1.45739e-08
91,123,65,0,213.377,213.377,0,2.13609e-07
107,123,65,1.96438,0.0894162,2.0538,2.84037e-07,2.79811e-09
108,123,65,0,38.1704,38.1704,0,4.54081e-08
109,123,65,0.0855936,46.9596,47.0452,2.68741e-09,9.80142e-08
110,123,65,0,35.5256,35.5256,0,8.83443e-08
111,123,65,0,2.42819,2.42819,0,5.36305e-08
112,123,65,0.484465,0.187465,0.67193,5.75581e-08,6.40473e-09
90,124,65,0.0412857,0,0.0412857,5.52623e-09,0
91,124,65,0.100317,3.57314,3.67346,5.5611e-09,1.36956e-08
107,124,65,0,6.58003,6.58003,0,7.80643e-09
108,124,65,0.0757471,33.5014,33.5772,2.4968e-09,3.21249e-08
109,124,65,0,35.0936,35.0936,0,4.44742e-08
110,124,65,0,21.4846,21.4846,0,1.32275e-07
111,124,65,0,15.1592,15.1592,0,5.98442e-08
112,124,65,0,0.861448,0.861448,0,2.20661e-08
107,125,65,0,268.237,268.237,0,3.05222e-07
108,125,65,0,34.1442,34.1442,0,3.32158e-08
109,125,65,0,43.5378,43.5378,0,7.59802e-08
110,125,65,0,40.5375,40.5375,0,1.39521e-07
111,125,65,0,18.3177,18.3177,0,1.01709e-07
112,125,65,0,6.24824,6.24824,0,8.43231e-08
109,126,65,0,0.604737,0.604737,0,1.37221e-08
110,126,65,0,2.86284,2.86284,0,3.34208e-08
111,126,65,0,0.714739,0.714739,0,1.25595e-08
108,127,65,0,32.538,32.538,0,2.24427e-08
109,127,65,0,1.13231,1.13231,0,3.17344e-08
107,128,65,0,0.243348,0.243348,0,8.24885e-09
109,128,65,0,1.28758,1.28758,0,4.4091e-08
108,129,65,0,1.57515,1.57515,0,5.33811e-08
112,131,65,0.217955,0.0396102,0.257566,6.17758e-09,1.09632e-09
113,131,65,0,0.569663,0.569663,0,1.48688e-08
101,132,65,0.00906586,0,0.00906586,2.61604e-10,0
105,132,65,0.13387,411.918,412.052,6.36232e-09,2.99949e-07
106,132,65,0.150093,0,0.150093,4.98673e-09,0
108,132,65,0,8.24759,8.24759,0,1.40733e-08
109,132,65,0,13.106,13.106,0,2.30501e-08
112,132,65,0,1.37683,1.37683,0,3.81922e-08
85,133,65,0.0702274,0.0922462,0.162474,1.93742e-09,2.24204e-09
